#{"t_start": 1779068000.972277, "env_id": "None"}
r,l,t
-0.47777,100,397.041344
0.279013,12,397.103449
0.046044,30,397.256465
0.130136,32,397.418946
0.159839,26,397.549982
-0.531245,60,397.850735
0.278668,17,397.938484
0.010787,9,397.985752
-0.127958,55,398.262332
-0.642711,100,398.775186
0.368191,10,398.826335
-0.021408,30,398.980285
0.110602,28,399.122062
-0.064981,31,399.277792
-0.172408,43,399.500939
-0.613053,100,400.018897
-0.259559,77,400.414291
0.027077,40,400.619276
-0.062378,51,400.885657
-0.360822,62,401.201858
0.226382,25,401.325565
0.328746,15,401.402246
0.055873,20,401.502559
0.297248,24,401.625973
-0.104899,65,401.954623
-0.088903,64,402.279625
0.011502,29,402.425757
-0.053377,38,402.617347
-0.34139,26,402.746942
0.039643,2,402.75821
-0.460628,100,403.262855
-0.40556,92,403.731533
-0.190104,70,404.08295
-0.01,1,404.088257
0.309454,7,404.12458
0.332634,27,404.263272
-0.440395,79,404.668489
0.157213,11,404.722594
0.257015,27,404.860064
0.113239,32,405.031105
0.175285,43,405.252495
0.162512,37,405.436917
0.134586,24,405.558133
0.025987,30,405.71191
0.263237,15,405.788229
0.408532,9,405.845174
-0.544469,94,406.332501
-0.015743,42,406.546861
0.268671,22,406.65885
0.347155,14,406.732228
0.121564,15,406.806029
0.039679,40,407.008363
-0.022314,29,407.153224
0.366184,32,407.31464
0.05454,34,407.486839
0.2627,21,407.592814
0.030563,11,407.647885
0.243975,26,407.777132
0.305456,15,407.852156
-0.658514,100,408.349
0.117012,29,408.497685
0.272427,16,408.578835
-0.617377,100,409.090129
0.324248,20,409.193375
-0.130012,43,409.409575
0.122075,4,409.432506
0.485908,16,409.518304
-0.28574,41,409.72704
0.111219,33,409.889683
0.110934,4,409.910505
-0.500363,100,410.415124
0.091592,47,410.650423
0.218889,3,410.666036
0.353829,26,410.7984
0.194089,17,410.885349
0.282673,15,410.97524
0.054447,2,410.985324
0.248973,20,411.085086
0.111219,31,411.241229
0.384365,13,411.30912
0.216236,22,411.420608
0.32756,14,411.49057
0.181844,18,411.581192
-0.442333,90,412.029704
0.222145,8,412.069571
0.080375,39,412.274407
0.381103,25,412.403145
0.14114,34,412.576373
0.015322,7,412.613778
0.147616,21,412.719537
0.259141,7,412.754793
0.297183,21,412.860743
0.172782,4,412.88124
0.111599,34,413.051321
0.122613,16,413.131536
-0.025511,39,413.327484
-0.105675,44,413.5441
0.465662,15,413.618973
-0.646923,99,414.119563
0.255487,20,414.222075
0.300923,20,414.323511
0.329264,15,414.40311
0.380008,27,414.545265
-0.043896,28,414.689495
-0.04926,63,415.016637
-0.53785,47,415.251712
-0.080785,59,415.543235
0.244993,22,415.656494
0.396551,20,415.75957
-0.274247,71,416.123705
-0.435252,61,416.430888
0.117976,33,416.598045
0.232266,21,416.707943
-0.197391,55,416.98569
0.201881,14,417.057493
0.1261,26,417.187922
0.026367,27,417.324287
0.170813,27,417.460761
-0.187504,47,417.69204
-0.025348,31,417.849806
0.164065,5,417.875263
0.178982,22,417.986336
0.243428,25,418.112196
0.23919,16,418.196444
-0.138163,47,418.431272
0.255624,20,418.53198
-0.01,1,418.537164
0.317921,16,418.621869
0.149201,30,418.771878
0.178843,26,418.905542
0.053913,4,418.927321
0.000197,71,419.28458
0.205303,40,419.49233
0.154804,32,419.656418
0.133735,36,419.845526
0.333344,12,419.909494
0.246201,20,420.010759
0.325321,12,420.071414
0.161807,25,420.20488
0.263395,18,420.298457
-0.592373,100,420.809976
0.363589,17,420.900668
0.273335,19,421.000592
0.370621,15,421.07745
0.299366,19,421.175674
0.063095,3,421.19258
0.267314,26,421.324528
-0.295273,94,421.803086
0.135034,15,421.880359
0.316368,16,421.963
0.235304,26,422.093807
0.277813,24,422.217778
0.073278,36,422.398765
0.280836,28,422.54663
0.18921,21,422.653695
-0.327149,22,422.764748
0.350337,21,422.87057
0.327268,9,422.916025
0.459611,12,422.978809
0.393498,18,423.072036
0.338192,25,423.198004
0.394542,16,423.278136
0.061151,3,423.293854
0.170418,43,423.51194
-0.143986,25,423.635084
0.239599,18,423.725357
0.291175,18,423.81748
-0.058113,39,424.021258
-0.187886,62,424.328446
-0.014849,40,424.53599
0.070649,4,424.556304
0.10226,49,424.805182
0.339442,15,424.880906
0.403129,16,424.964779
0.186143,14,425.042709
0.140005,41,425.254974
-0.216441,59,425.550695
-0.066854,27,425.70785
0.257939,18,425.800501
0.313199,22,425.929226
0.329876,17,426.016094
0.082515,28,426.157676
0.004147,23,426.273232
0.053443,43,426.493441
0.501256,30,426.64758
0.257266,23,426.77055
0.238457,34,426.949091
0.42453,10,427.000587
0.212021,16,427.080737
0.024003,19,427.179798
0.05664,5,427.205486
0.326978,27,427.345864
0.081764,34,427.516995
-0.438434,58,427.808816
0.281251,18,427.901504
0.270735,15,427.978218
0.136492,20,428.077784
0.168694,30,428.226658
-0.081417,37,428.411515
0.158231,5,428.439022
0.493428,16,428.526029
0.128947,28,428.666891
0.191169,13,428.733324
-0.001514,35,428.909176
0.304789,9,428.958656
-0.650568,100,429.474266
0.045332,25,429.614342
-0.493769,100,430.142713
-0.208627,31,430.298488
0.177606,15,430.372655
0.248541,15,430.447577
-0.036959,15,430.527
-0.776906,100,431.025218
-0.295686,63,431.339233
0.046859,25,431.462165
0.03973,2,431.473527
-0.029819,30,431.624021
0.232472,23,431.740318
0.191197,21,431.844694
0.145662,6,431.875764
0.220262,23,431.990851
0.353657,17,432.07492
0.259242,10,432.12566
0.175892,23,432.242877
-0.057104,54,432.513776
-0.210283,55,432.792719
-0.097313,56,433.072766
0.180733,24,433.194469
-0.089683,39,433.388786
-0.723691,100,433.883885
0.270081,13,433.951308
0.112666,20,434.056553
0.221349,21,434.163552
0.316986,10,434.215578
0.186615,21,434.322947
0.230227,5,434.349534
0.203272,13,434.417937
0.213067,23,434.543385
0.404499,17,434.633169
0.053934,25,434.763158
0.137505,21,434.870034
0.353974,8,434.913195
0.21203,23,435.043038
0.188876,38,435.239403
0.514666,23,435.357172
-0.528712,100,435.865981
0.145045,18,435.964891
0.064634,4,435.988098
0.305547,26,436.12428
0.194694,41,436.337499
-0.431261,100,436.856975
0.344748,13,436.924909
0.056664,24,437.046431
0.269583,11,437.103392
0.216723,30,437.262864
0.01688,33,437.434165
-0.078307,85,437.85807
0.407104,11,437.915358
0.230201,20,438.01751
0.264306,10,438.068431
0.274918,22,438.183092
0.42518,12,438.242957
0.129309,22,438.353821
0.36096,17,438.441677
0.07051,22,438.55175
0.235694,18,438.646733
-0.736919,25,438.768865
0.180961,20,438.869281
0.164546,26,439.00456
0.331314,14,439.074672
-0.032193,41,439.278997
-0.424204,36,439.465234
0.11008,27,439.601267
0.347195,13,439.666709
0.031917,28,439.806397
-0.3768,74,440.183652
0.28731,7,440.218025
0.261419,19,440.313482
-0.048047,40,440.514812
0.483165,11,440.574889
-0.171204,40,440.781579
-0.160276,50,441.030805
0.276064,11,441.088391
0.154859,27,441.231018
0.320798,21,441.336889
-0.539966,100,441.83908
0.261532,27,441.97431
0.349737,21,442.079956
0.121446,14,442.149576
-0.430992,38,442.343663
0.297553,14,442.416041
0.167492,43,442.637791
0.294534,11,442.696201
0.087725,9,442.740597
0.045961,2,442.751824
0.070011,11,442.810705
0.162608,28,442.952946
-0.296985,47,443.189086
-0.18008,36,443.369323
-0.162155,47,443.608408
0.145093,20,443.709648
0.188734,16,443.789541
0.225028,24,443.911172
0.179009,24,444.035127
-0.307127,46,444.264857
-0.814468,100,444.778351
-0.259104,47,445.020576
0.026281,30,445.192206
0.044151,21,445.295869
0.305437,19,445.393564
0.179939,26,445.522619
0.166284,25,445.654756
0.213576,21,445.75895
0.288325,22,445.87605
-0.129815,78,446.271754
-0.239822,41,446.479204
0.10171,30,446.632133
0.330485,25,446.769765
-0.105071,41,446.978196
0.102162,40,447.182123
0.269007,21,447.285488
-0.135763,73,447.657254
-0.114834,57,447.943769
-1.064933,100,448.451851
-0.01,1,448.457259
0.211478,18,448.549047
-0.683521,100,449.082953
0.151148,29,449.22938
0.257765,21,449.334354
0.022429,33,449.504973
0.169513,16,449.585839
0.386228,16,449.669143
0.061395,40,449.868811
-0.071331,64,450.187866
0.278712,26,450.318245
0.168553,21,450.425434
0.03532,4,450.445752
0.211258,16,450.525941
0.326834,17,450.611766
-0.018171,58,450.914999
-0.445849,52,451.181469
-0.229497,54,451.44995
0.229467,28,451.591101
0.26093,18,451.686479
0.34422,15,451.762855
-0.06239,46,451.995851
0.318546,11,452.051552
-0.15288,69,452.397388
0.331484,20,452.496972
-1.009517,100,452.999519
-0.715409,98,453.488878
0.342247,18,453.579944
0.29692,13,453.645862
0.366488,35,453.820853
-0.440784,83,454.248297
0.132589,23,454.366769
0.01565,2,454.377331
-0.298965,35,454.556805
0.004393,41,454.767404
0.142003,21,454.878048
0.17809,12,454.940594
0.216492,12,455.012409
0.4555,26,455.151201
-0.066524,63,455.476421
0.292639,21,455.582427
0.126739,33,455.748967
0.194947,27,455.893254
-0.017203,38,456.087378
0.378585,11,456.143591
0.317495,22,456.253458
0.124603,32,456.415275
0.187272,12,456.477473
0.330891,13,456.54433
0.084713,40,456.748497
-0.131526,39,456.951329
0.286401,14,457.022692
-0.13407,42,457.231511
-0.615978,37,457.413542
0.300537,17,457.497887
0.184107,30,457.65111
0.114691,27,457.787744
0.331319,22,457.899411
0.142213,34,458.070674
0.223802,21,458.17912
0.129647,15,458.254976
-0.505986,100,458.764803
0.121821,23,458.882291
0.129664,28,459.034281
0.116731,27,459.174993
0.329754,18,459.266985
-0.303261,82,459.693133
0.235573,10,459.743465
0.198893,32,459.907653
-0.366191,24,460.023776
0.323634,27,460.162583
0.112213,28,460.310364
-0.042595,31,460.464597
0.573537,12,460.526513
0.027495,32,460.689115
0.353991,12,460.755401
-0.241839,16,460.837242
-0.149892,49,461.081681
-0.740156,100,461.588359
0.171387,6,461.620687
-0.3629,48,461.861689
0.197172,22,461.971609
0.34786,16,462.051829
0.262552,13,462.116898
0.005931,19,462.212505
0.10695,5,462.237421
0.162495,7,462.273793
0.257063,25,462.400108
-0.319091,25,462.526804
0.168815,12,462.587846
-0.683684,100,463.094928
0.449812,21,463.206345
0.155803,12,463.266724
-0.29916,61,463.568098
0.250571,15,463.644818
0.089662,28,463.790414
0.137016,44,464.017863
0.202425,28,464.159409
-0.055543,30,464.313581
-0.084488,34,464.493919
-0.036666,48,464.743328
0.101396,32,464.905461
-0.097261,41,465.124572
-0.418395,69,465.472712
0.091695,6,465.503371
0.032611,25,465.628103
-0.180986,49,465.880901
0.017659,30,466.041036
0.171469,20,466.142292
0.197717,20,466.244627
0.224111,12,466.30461
0.249513,17,466.392501
0.212734,21,466.497221
0.233706,41,466.706388
0.165757,14,466.788132
0.355319,15,466.870933
0.375735,16,466.951591
0.275997,15,467.026056
0.123866,23,467.14183
0.115317,26,467.277061
0.262818,5,467.302225
-0.138083,29,467.44706
0.093917,23,467.562821
0.303464,13,467.629395
0.219985,18,467.721853
-0.200671,64,468.037051
0.221877,15,468.112527
0.055781,14,468.183523
0.177087,18,468.272625
-0.303841,57,468.560427
-0.01,1,468.565734
0.067369,21,468.672639
-0.434137,59,468.973363
0.444848,12,469.033983
0.112234,35,469.210187
-0.317872,57,469.49911
0.070458,6,469.53114
0.053471,26,469.661452
0.19083,22,469.773664
0.228797,24,469.89869
0.069057,38,470.097383
0.062438,24,470.219735
0.191974,10,470.27231
0.407035,13,470.340877
0.320599,16,470.420698
0.349865,14,470.491045
0.327763,20,470.592707
0.407109,15,470.670207
0.172317,17,470.75699
0.138682,21,470.864734
-0.655312,69,471.209266
0.375328,18,471.302913
0.183661,27,471.439908
0.163557,25,471.56951
0.190045,26,471.704449
0.034836,14,471.777325
-0.055518,46,472.006833
0.243337,23,472.124618
0.088301,17,472.211705
0.012504,35,472.390581
0.281839,11,472.444215
-0.386672,76,472.826402
-0.31287,21,472.93639
0.155222,39,473.134761
0.210825,37,473.320871
0.253677,21,473.426319
0.328824,32,473.586768
-0.334446,43,473.800621
0.101804,24,473.923798
0.281725,35,474.096097
0.095742,23,474.212635
0.307372,18,474.30769
0.165727,17,474.394537
-0.36166,100,474.915557
-0.41579,76,475.354187
0.181893,27,475.497079
0.24599,32,475.66093
0.048076,34,475.833407
0.103831,13,475.90529
0.16745,10,475.959078
0.131834,3,475.975338
0.086081,22,476.086505
0.178243,12,476.14613
0.103198,20,476.248096
0.264725,20,476.348534
-0.467469,52,476.602261
0.377528,10,476.652586
0.071749,26,476.787566
0.245293,19,476.890584
0.338704,23,477.009212
0.120431,10,477.057353
0.356097,15,477.135485
0.160354,15,477.21288
-0.231925,60,477.513004
0.130527,24,477.633763
0.162437,15,477.710703
0.358682,13,477.776415
0.438409,20,477.876657
0.211868,10,477.927331
0.250671,13,477.993088
-0.397439,66,478.329875
-0.072011,31,478.484261
0.106012,28,478.627238
0.163761,19,478.725387
0.184803,5,478.752122
0.176775,30,478.903564
0.3022,12,478.967446
0.192582,19,479.063845
0.095159,26,479.193532
0.24641,25,479.32253
0.045112,26,479.457024
0.387292,14,479.530512
0.246253,13,479.594483
0.173603,23,479.711162
-0.5432,64,480.032715
0.24187,17,480.118939
-0.144226,46,480.347248
-0.014384,31,480.500314
-0.03225,32,480.661191
0.418292,15,480.739715
0.32245,14,480.809556
-0.820707,100,481.318886
-0.143553,49,481.566151
0.103731,4,481.589386
0.060393,29,481.733717
0.066253,16,481.814793
0.121093,19,481.909714
0.442602,10,481.960813
0.184599,16,482.040282
0.404438,19,482.135031
-0.465528,100,482.636687
-0.035646,39,482.833256
0.266728,18,482.923928
-0.474843,100,483.428322
0.24043,23,483.544134
0.28161,24,483.66432
-0.027518,43,483.877277
0.335158,18,483.968567
0.365203,44,484.194281
-0.117065,29,484.339526
0.187076,21,484.450969
0.213974,14,484.522533
0.226537,20,484.626369
0.079123,28,484.770944
0.52858,27,484.907032
0.224088,25,485.042329
0.00826,52,485.311807
-0.007378,26,485.442886
0.37768,25,485.569147
0.229644,40,485.7736
-0.979441,100,486.293644
0.274454,30,486.448785
-0.11778,29,486.592114
0.097334,37,486.779669
0.20775,18,486.871214
0.234834,16,486.956872
0.136127,16,487.040606
0.047928,48,487.284011
0.373646,31,487.442478
-0.132516,22,487.553985
0.251084,18,487.645285
0.148015,27,487.784184
0.358056,16,487.86444
0.356112,18,487.955573
0.426286,18,488.045864
0.178626,35,488.221925
0.211437,12,488.282294
0.144543,19,488.378216
-0.419094,100,488.877002
0.303684,36,489.063458
0.263497,34,489.237621
0.245237,20,489.340374
-0.141303,33,489.508307
0.08633,27,489.644066
0.286655,27,489.78253
0.41206,19,489.884025
0.464675,25,490.014282
-0.521491,100,490.520222
0.271089,20,490.620184
0.333678,12,490.682847
-0.17954,92,491.148156
0.127292,35,491.32616
0.427859,21,491.434263
0.033157,37,491.620465
0.182873,29,491.766724
-0.12171,48,492.00731
0.058637,50,492.25679
0.12846,32,492.417004
-0.277306,42,492.622672
0.25428,15,492.699799
-0.326976,73,493.066891
0.259201,18,493.159685
-0.109797,49,493.402755
0.362436,21,493.507533
0.30497,27,493.642672
0.155665,23,493.764214
0.099666,25,493.888272
0.181613,14,493.958432
0.361976,25,494.085589
0.314764,22,494.195605
0.141128,37,494.378675
0.179942,27,494.515747
-0.534586,48,494.753155
0.212918,12,494.817215
0.299697,20,494.918986
0.341057,16,495.009361
0.213686,22,495.128133
0.21105,18,495.221007
0.130907,41,495.423541
0.237476,30,495.573481
0.217291,8,495.614377
0.291068,20,495.716526
0.086419,32,495.884966
0.479702,18,495.978777
0.385984,17,496.067245
-0.109769,51,496.322366
0.240342,23,496.43891
-0.422905,100,496.938852
0.15452,29,497.08555
0.353805,9,497.135595
0.147217,25,497.261385
0.424134,15,497.336982
-0.407084,100,497.837528
0.265397,23,497.953489
0.156523,18,498.04286
0.353675,14,498.112472
0.2686,10,498.163483
0.36062,14,498.232886
0.131364,19,498.328065
0.262671,13,498.394276
0.220038,19,498.490258
0.286812,15,498.567659
-0.943399,91,499.018731
0.306137,8,499.060704
0.256044,9,499.108331
-0.662055,100,499.61885
-0.480913,37,499.80335
0.1245,7,499.841771
0.258192,12,499.905124
-0.022606,29,500.050612
-0.018475,27,500.186267
-0.154268,33,500.350549
0.09093,18,500.441868
-0.023545,26,500.572475
0.36265,21,500.678094
0.019244,2,500.689394
0.13701,31,500.845305
0.201752,18,500.937615
0.187252,16,501.019559
0.072483,21,501.130015
0.402026,13,501.19826
0.272173,12,501.261396
0.167996,5,501.287023
0.204739,22,501.397491
-0.044513,33,501.5646
0.113964,21,501.671149
0.015405,38,501.862155
0.222381,13,501.928152
0.096718,7,501.963599
-0.007483,50,502.214115
0.098628,21,502.317739
0.096681,33,502.484735
0.281872,19,502.580667
0.397123,14,502.653821
0.090761,9,502.6985
-0.13968,34,502.866623
0.055096,2,502.87814
0.154516,25,503.004054
-0.164152,31,503.162405
0.060814,33,503.327815
-0.998272,100,503.825925
-0.039994,31,503.985757
0.243343,23,504.101966
0.228152,24,504.223113
0.310776,15,504.298745
0.188352,21,504.407741
0.227376,26,504.541993
0.267658,23,504.657377
-0.043555,40,504.859404
0.15937,7,504.896485
0.403777,13,504.966045
0.308163,22,505.084942
0.19725,28,505.234544
0.073035,22,505.345442
0.386858,12,505.404547
0.076706,40,505.608162
0.045576,3,505.624262
-0.012067,46,505.86312
0.193401,15,505.942493
0.04045,43,506.160616
0.469189,13,506.225805
0.212269,13,506.29515
0.234115,18,506.38651
0.290878,11,506.440996
0.40315,12,506.502086
0.391975,19,506.600178
-0.074394,50,506.851382
-0.120892,28,506.992334
0.089304,22,507.103324
0.274347,15,507.183974
0.482712,15,507.258113
